clock,value
2082,862
2083,834
2084,880
2085,910
2086,990
2087,1022
2088,1038
2089,1113
2090,1198
2091,1369
2092,1401
2093,1389
2094,1419
2095,1425
2096,1437
2097,1437
2098,1437
2099,1743
2100,1833
2101,1419
2102,1617
2103,1545
2104,1491
2105,1677
2106,1743
2107,1767
2108,1797
2109,1779
2110,1725
2111,1545
2112,1545
2113,1545
2114,1689
2115,1779
2116,1635
2117,1977
2118,1923
2119,1761
2120,1743
2121,1641
2122,1491
2123,1461
2124,1419
2125,1419
2126,1407
2127,1326
2128,1419
2129,1230
2130,1150
2131,974
2132,976
2133,974
2134,926
2135,910
2136,850
2137,846
2138,862
2139,814
2140,846
2141,798
2142,846
2143,832
2144,814
2145,846
2146,798
2147,798
2148,857
2149,818
2150,814
2151,834
2152,910
2153,926
2154,882
2155,974
2156,1042
2157,1070
2158,1118
2159,1278
2160,1407
2161,1419
2162,1401
2163,1437
2164,1461
2165,1587
2166,1671
2167,1419
2168,1617
2169,1761
2170,1491
2171,1419
2172,1581
2173,1527
2174,1491
2175,1626
2176,1545
2177,1527
2178,1497
2179,1491
2180,1491
2181,1545
2182,1689
2183,1626
2184,1533
2185,1563
2186,1545
2187,1473
2188,1545
2189,1833
2190,1878
2191,1707
2192,1689
2193,1545
2194,1461
2195,1419
2196,1419
2197,1419
2198,1389
2199,1401
2200,1246
2201,1070
2202,1134
2203,1070
2204,990
2205,912
2206,958
2207,942
2208,878
2209,942
2210,910
2211,878
2212,894
2213,862
2214,800
2215,818
2216,818
2217,800
2218,862
2219,862
2220,862
2221,862
2222,862
2223,862
2224,862
2225,862
2226,862
2227,862
2228,862
2229,862
2230,862
2231,862
2232,862
2233,862
2234,862
2235,862
2236,862
2237,862
2238,862
2239,862
2240,862
2241,862
2242,862
2243,862
2244,862
2245,862
2246,862
2247,862
2248,862
2249,862
2250,862
2251,862
2252,862
2253,862
2254,862
2255,862
2256,862
2257,862
2258,862
2259,862
2260,862
2261,862
2262,862
2263,862
2264,862
2265,862
2266,862
2267,862
2268,862
2269,862
2270,862
2271,862
2272,862
2273,862
2274,862
2275,862
2276,862
2277,862
2278,800
2279,800
2280,800
2281,800
2282,800
2283,800
2284,800
2285,800
2286,800
2287,800
2288,800
2289,800
2290,800
2291,818
2292,818
2293,818
2294,818
2295,818
2296,818
2297,818
2298,818
2299,818
2300,818
2301,818
2302,818
2303,818
2304,818
2305,818
2306,818
2307,818
2308,818
2309,818
2310,818
2311,857
2312,857
2313,857
2314,857
2315,857
2316,857
2317,857
2318,857
2319,857
2320,857
2321,857
2322,857
2323,857
2324,857
2325,857
2326,857
2327,857
2328,857
2329,857
2330,857
2331,857
2332,857
2333,857
2334,857
2335,857
2336,857
2337,857
2338,857
2339,857
2340,857
2341,857
2342,857
2343,857
2344,857
2345,857
2346,857
2347,857
2348,857
2349,857
2350,857
2351,857
2352,857
2353,857
2354,857
2355,857
2356,857
2357,857
2358,857
2359,857
2360,857
2361,857
2362,857
2363,857
2364,857
2365,857
2366,857
2367,857
2368,857
2369,857
2370,857
2371,857
2372,857
2373,857
2374,857
2375,857
2376,857
2377,857
2378,857
2379,857
2380,857
2381,857
2382,857
2383,857
2384,857
2385,857
2386,857
2387,857
2388,857
2389,857
2390,857
2391,857
2392,857
2393,857
2394,857
2395,857
2396,857
2397,857
2398,857
2399,857
2400,857
2401,857
2402,857
2403,857
2404,857
2405,857
2406,857
2407,857
2408,857
2409,857
2410,857
2411,857
2412,857
2413,857
2414,857
2415,857
2416,857
2417,857
2418,857
2419,857
2420,857
2421,857
2422,857
2423,857
2424,857
2425,857
2426,857
2427,878
2428,878
2429,878
2430,878
2431,878
2432,878
2433,816
2434,786
2435,798
2436,798
2437,798
2438,798
2439,798
2440,798
2441,798
2442,798
2443,878
2444,857
2445,800
2446,862
2447,894
2448,846
2449,878
2450,880
2451,926
2452,894
2453,946
2454,946
2455,990
2456,1054
2457,1150
2458,1437
2459,1401
2460,1401
2461,1389
2462,1401
2463,1419
2464,1419
2465,1419
2466,1563
2467,1707
2468,1419
2469,1419
2470,1419
2471,1407
2472,1473
2473,1437
2474,1407
2475,1437
2476,1419
2477,1443
2478,1419
2479,1419
2480,1401
2481,1455
2482,1443
2483,1455
2484,1401
2485,1401
2486,1419
2487,1509
2488,1419
2489,1626
2490,1419
2491,1419
2492,1761
2493,1563
2494,1707
2495,1419
2496,1491
2497,1455
2498,1401
2499,1401
2500,1401
2501,1389
2502,1246
2503,1118
2504,1198
2505,1006
2506,1022
2507,990
2508,942
2509,878
2510,898
2511,882
2512,848
2513,878
2514,878
2515,857
2516,857
2517,857
2518,857
2519,878
2520,857
2521,857
2522,857
2523,818
2524,862
2525,832
2526,834
2527,910
2528,882
2529,942
2530,946
2531,990
2532,1022
2533,1026
2534,1118
2535,1310
2536,1389
2537,1437
2538,1401
2539,1437
2540,1509
2541,1437
2542,1419
2543,1509
2544,1725
2545,1689
2546,1509
2547,1437
2548,1437
2549,1545
2550,1437
2551,1527
2552,1419
2553,1437
2554,1419
2555,1455
2556,1437
2557,0
2558,1563
2559,1626
2560,1527
2561,1419
2562,0
2563,2013
2564,1689
2565,1761
2566,1767
2567,1707
2568,0
2569,1563
2570,1527
2571,1419
2572,1419
2573,1419
2574,0
2575,1326
2576,1262
2577,1182
2578,1054
2579,1006
2580,0
2581,0
2582,0
2583,814
2584,814
2585,814
2586,814
2587,814
2588,814
2589,814
2590,814
2591,814
2592,814
2593,814
2594,814
2595,814
2596,814
2597,814
2598,814
2599,814
2600,814
2601,814
2602,814
2603,814
2604,814
2605,814
2606,814
2607,814
2608,814
2609,814
2610,814
2611,814
2612,814
2613,814
2614,814
2615,814
2616,814
2617,814
2618,814
2619,814
2620,814
2621,814
2622,814
2623,814
2624,814
2625,814
2626,814
2627,814
2628,814
2629,814
2630,814
2631,814
2632,814
2633,814
2634,814
2635,814
2636,802
2637,846
2638,798
2639,857
2640,818
2641,862
2642,846
2643,848
2644,882
2645,912
2646,1022
2647,1074
2648,1113
2649,1389
2650,1389
2651,1419
2652,1419
2653,1437
2654,1641
2655,1455
2656,1437
2657,1626
2658,1419
2659,1419
2660,1509
2661,2067
2662,1401
2663,1419
2664,1425
2665,1473
2666,1419
2667,1437
2668,1419
2669,1455
2670,1437
2671,1437
2672,1455
2673,1473
2674,1419
2675,1437
2676,1455
2677,1419
2678,1581
2679,1437
2680,1653
2681,1419
2682,1767
2683,1689
2684,1713
2685,1707
2686,1527
2687,1437
2688,1401
2689,1419
2690,1437
2691,1262
2692,1278
2693,1198
2694,1010
2695,990
2696,958
2697,910
2698,894
2699,910
2700,942
2701,846
2702,862
2703,848
2704,857
2705,857
2706,857
2707,857
2708,857
2709,857
2710,857
2711,857
2712,857
2713,857
2714,857
2715,857
2716,878
2717,878
2718,798
2719,798
2720,798
2721,798
2722,798
2723,798
2724,798
2725,798
2726,798
2727,798
2728,798
2729,798
2730,846
2731,846
2732,846
2733,846
2734,846
2735,846
2736,846
2737,798
2738,798
2739,798
2740,798
2741,798
2742,798
2743,798
2744,798
2745,798
2746,798
2747,798
2748,798
2749,798
2750,798
2751,846
2752,846
2753,846
2754,846
2755,846
2756,846
2757,846
2758,846
2759,846
2760,846
2761,846
2762,846
2763,846
2764,846
2765,846
2766,846
2767,846
2768,846
2769,846
2770,846
2771,846
2772,846
2773,846
2774,846
2775,846
2776,846
2777,846
2778,846
2779,846
2780,846
2781,846
2782,846
2783,846
2784,846
2785,846
2786,846
2787,846
2788,846
2789,846
2790,846
2791,846
2792,846
2793,846
2794,846
2795,846
2796,846
2797,846
2798,846
2799,846
2800,846
2801,846
2802,846
2803,846
2804,846
2805,846
2806,846
2807,846
2808,846
2809,846
2810,846
2811,846
2812,846
2813,846
2814,846
2815,846
2816,846
2817,846
2818,846
2819,846
2820,846
2821,846
2822,846
2823,846
2824,846
2825,846
2826,846
2827,846
2828,846
2829,846
2830,846
2831,846
2832,846
2833,846
2834,846
2835,846
2836,846
2837,846
2838,846
2839,846
2840,846
2841,846
2842,846
2843,846
