date	accel	sonar
0	200	
0	200	3022
1	292	
2	358	
3	379	
3	379	3036
4	374	
5	304	
6	256	
6	256	2986
7	214	
8	216	
9	217	
10	199	
10	199	3028
11	194	
12	184	
13	204	
14	217	
14	217	3028
15	264	
16	289	
17	246	
17	246	2986
18	211	
19	172	
20	188	
20	188	3036
21	202	
22	229	
23	230	
24	225	
24	225	2986
25	239	
26	257	
27	303	
28	346	
28	346	3028
29	334	
30	315	
31	264	
31	264	2980
32	236	
33	238	
34	238	
35	230	
35	230	2972
36	234	
37	279	
38	310	
38	310	2980
39	345	
40	330	
41	313	
42	295	
42	295	2980
43	260	
44	222	
45	213	
45	213	3022
46	241	
47	258	
48	256	
49	255	
49	255	3014
50	248	
51	252	
52	238	
52	238	3022
53	223	
54	211	
55	244	
56	265	
56	265	3022
57	305	
58	301	
59	288	
59	288	3022
60	271	
61	256	
62	258	
63	265	
63	265	3028
64	289	
65	287	
66	268	
66	268	3028
67	230	
68	223	
69	237	
70	304	
70	304	3028
71	330	
72	334	
73	276	
74	236	
74	236	3022
75	235	
76	266	
77	302	
77	302	3028
78	313	
79	332	
80	327	
81	312	
81	312	2980
82	293	
83	278	
84	247	
84	247	2986
85	236	
86	243	
87	258	
88	265	
88	265	3028
89	282	
90	296	
91	319	
91	319	2994
92	313	
93	286	
94	229	
95	211	
95	211	3042
96	230	
97	268	
98	274	
98	274	3000
99	262	
100	239	
101	242	
102	306	
102	306	3036
103	388	
104	437	
105	450	
105	450	3014
106	485	
107	480	
108	495	
109	478	
109	478	3050
110	463	
111	469	
112	474	
112	474	3050
113	468	
114	448	
115	437	
116	406	
116	406	3106
117	391	
118	365	
119	361	
119	361	3134
120	377	
121	380	
122	387	
123	390	
123	390	3162
124	329	
125	279	
126	234	
127	238	
127	238	3198
128	247	
129	243	
130	227	
130	227	3212
131	178	
132	191	
133	221	
134	230	
134	230	3260
135	244	
136	296	
137	343	
137	343	3268
138	388	
139	335	
140	298	
141	269	
141	269	3296
142	337	
143	391	
144	486	
144	486	3330
145	494	
146	486	
147	420	
148	338	
148	338	3394
149	317	
150	345	
151	416	
151	416	3428
152	437	
153	449	
154	429	
155	411	
155	411	3456
156	357	
157	342	
158	350	
159	397	
159	397	3470
160	408	
161	377	
162	297	
162	297	3478
163	235	
164	234	
165	312	
166	381	
166	381	3542
167	392	
168	355	
169	333	
169	333	3562
170	322	
171	251	
172	185	
173	199	
173	199	3542
174	279	
175	325	
176	316	
176	316	3542
177	282	
178	299	
179	332	
180	388	
180	388	3556
181	417	
182	420	
183	433	
184	440	
184	440	3598
185	423	
186	379	
187	357	
187	357	3612
188	362	
189	380	
190	388	
191	376	
191	376	3570
192	350	
193	387	
194	430	
194	430	3576
195	522	
196	530	
197	502	
198	461	
198	461	3576
199	454	
200	479	
201	500	
202	493	
202	493	3590
203	479	
204	441	
205	361	
205	361	3626
206	331	
207	302	
208	310	
209	330	
209	330	3640
210	368	
211	379	
212	387	
212	387	3612
213	370	
214	358	
215	344	
216	347	
216	347	3646
217	333	
218	315	
219	341	
219	341	3618
220	375	
221	374	
222	372	
223	400	
223	400	3612
224	429	
225	463	
226	452	
227	374	
227	374	3618
228	313	
229	325	
230	349	
230	349	3618
231	413	
232	454	
233	469	
234	475	
234	475	3604
235	456	
236	437	
237	391	
238	335	
238	335	3646
239	317	
240	348	
241	391	
241	391	3604
242	492	
243	501	
244	402	
245	335	
245	335	3612
246	261	
247	292	
248	334	
248	334	3654
249	393	
250	413	
251	396	
252	355	
252	355	3632
253	343	
254	370	
255	423	
256	431	
256	431	3640
257	397	
258	349	
259	349	
259	349	3590
260	368	
261	407	
262	437	
