date	accel	sonar
1290	1962	
1290	1962	8404
1291	1985	
1292	1985	
1293	1978	
1294	1966	
1294	1966	8412
1295	1939	
1296	1920	
1297	1927	
1297	1927	8370
1298	1942	
1299	1998	
1300	2006	
1301	1990	
1301	1990	8460
1302	1968	
1303	1926	
1304	1898	
1305	1894	
1305	1894	8376
1306	1920	
1307	1927	
1308	1936	
1309	1945	
1309	1945	8426
1310	1931	
1311	1926	
1312	1909	
1312	1909	8384
1313	1887	
1314	1876	
1315	1872	
1316	1878	
1316	1878	8432
1317	1891	
1318	1913	
1319	1913	
1320	1912	
1320	1912	8384
1321	1916	
1322	1912	
1323	1926	
1323	1926	8376
1324	1952	
1325	1950	
1326	1936	
1327	1927	
1327	1927	8418
1328	1895	
1329	1882	
1330	1879	
1331	1944	
1331	1944	8376
1332	1988	
1333	2012	
1334	1984	
1335	1959	
1335	1959	8370
1336	1927	
1337	1911	
1338	1909	
1338	1909	8412
1339	1900	
1340	1898	
1341	1926	
1342	1940	
1342	1940	8418
1343	1936	
1344	1938	
1345	1923	
1346	1896	
1346	1896	8418
1347	1887	
1348	1901	
1349	1919	
1350	1923	
1350	1923	8376
1351	1936	
1352	1942	
1353	1953	
1353	1953	8418
1354	1929	
1355	1922	
1356	1938	
1357	1963	
1357	1963	8412
1358	1976	
1359	1973	
1360	1969	
1361	1932	
1361	1932	8370
1362	1913	
1363	1879	
1364	1924	
1364	1924	8404
1365	1965	
1366	2034	
1367	2034	
1368	1982	
1368	1982	8356
1369	1957	
1370	1926	
1371	1900	
1372	1910	
1372	1910	8404
1373	1916	
1374	1933	
1375	1956	
1376	1973	
1376	1973	8356
1377	1978	
1378	1976	
1379	1974	
1379	1974	8398
1380	1964	
1381	1941	
1382	1942	
1383	1959	
1383	1959	8356
1384	2013	
1385	2021	
1386	2013	
1387	1976	
1387	1976	8356
1388	1950	
1389	1957	
1390	1942	
1390	1942	8398
1391	1931	
1392	1934	
1393	1930	
1394	1927	
1394	1927	8348
1395	1929	
1396	1947	
1397	1972	
1398	2008	
1398	2008	8390
1399	2027	
1400	2017	
1401	2007	
1402	1985	
1402	1985	8334
1403	1957	
1404	1951	
1405	1955	
1405	1955	8384
1406	1959	
1407	1970	
1408	1976	
1409	1979	
1409	1979	8342
1410	2001	
1411	2011	
1412	2003	
1413	1966	
1413	1966	8370
1414	1974	
1415	2002	
1416	2005	
1416	2005	8334
1417	2008	
1418	2026	
1419	2028	
1420	2017	
1420	2017	8320
1421	2012	
1422	1998	
1423	1990	
1424	1986	
1424	1986	8320
1425	1997	
1426	1988	
1427	1988	
1428	2006	
1428	2006	8370
1429	2048	
1430	2089	
1431	2096	
1431	2096	8362
1432	2083	
1433	2064	
1434	2032	
1435	2000	
1435	2000	8334
1436	2009	
1437	2059	
1438	2052	
1439	2029	
1439	2029	8328
1440	2001	
1441	1999	
1442	1994	
1443	2006	
1443	2006	8370
1444	1980	
1445	1995	
1446	2009	
1446	2009	8334
1447	1996	
1448	1994	
1449	2005	
1450	2030	
1450	2030	8370
1451	2035	
1452	2022	
1453	2000	
1453	2000	8376
1454	1992	
1455	1979	
1456	1959	
1457	1950	
1457	1950	8370
1458	1932	
1459	1930	
1460	1939	
1461	1962	
1461	1962	8384
1462	2042	
1463	2069	
1464	2070	
1465	1999	
1465	1999	8342
1466	1958	
1467	1921	
1468	1906	
1469	1911	
1469	1911	8342
1470	1925	
1471	1966	
1472	1988	
1472	1988	8342
1473	1987	
1474	1969	
1475	1958	
1476	1935	
1476	1935	8342
1477	1933	
1478	1939	
1479	1952	
1480	1961	
1480	1961	8384
1481	1960	
1482	1967	
1483	1982	
1483	1982	8342
1484	1985	
1485	1983	
1486	1972	
1487	1961	
1487	1961	8334
1488	1952	
1489	1961	
1490	1974	
1491	1989	
1491	1989	8370
1492	1976	
1493	1979	
1494	2014	
1495	2035	
1495	2035	8342
1496	2027	
1497	2004	
1498	1982	
1498	1982	8328
1499	1979	
